,Sample_0,Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6,Sample_7,Sample_8,Sample_9,Sample_10,Sample_11,Sample_12,Sample_13,Sample_14,Sample_15,Sample_16,Sample_17,Sample_18,Sample_19,Sample_20,Sample_21,Sample_22,Sample_23,Sample_24,Sample_25,Sample_26,Sample_27,Sample_28,Sample_29,Sample_30,Sample_31,Sample_32,Sample_33,Sample_34,Sample_35,Sample_36,Sample_37,Sample_38,Sample_39,Sample_40,Sample_41,Sample_42,Sample_43,Sample_44,Sample_45,Sample_46,Sample_47,Sample_48,Sample_49
Gene_642,14,11,12,9,10,12,8,4,10,17,5,11,15,10,18,14,13,12,13,14,14,3,7,9,13,10,10,9,5,12,13,7,12,14,12,15,4,10,2,9,10,13,7,14,4,11,12,12,9,10
Gene_643,10,10,4,10,11,9,19,9,15,10,13,5,17,12,13,5,8,6,16,9,16,12,10,13,12,9,5,15,12,17,15,10,3,17,14,5,7,10,14,14,17,12,13,9,8,11,12,8,8,7
Gene_644,16,12,10,17,9,3,10,14,14,15,9,14,9,8,11,14,12,10,9,15,10,7,12,11,9,7,14,9,11,15,8,11,6,16,9,11,6,9,11,7,12,11,14,8,11,8,11,17,10,13
Gene_645,15,7,10,18,8,16,8,13,5,7,10,12,10,13,6,8,10,9,8,5,4,14,13,5,10,9,7,12,9,7,12,8,10,13,13,19,10,9,7,8,8,16,8,11,11,13,10,14,4,18
Gene_646,12,9,8,9,7,13,13,14,9,8,14,12,15,11,6,9,13,10,13,7,17,8,9,9,6,8,1,16,11,13,10,7,13,7,13,7,9,6,8,12,9,6,16,13,12,16,8,11,6,9
Gene_647,11,8,19,8,5,12,12,11,15,11,9,8,13,10,9,12,7,15,11,8,14,7,7,13,10,21,8,12,10,12,7,7,8,7,11,10,8,7,6,15,15,16,9,10,8,7,7,6,8,12
Gene_648,15,11,12,11,10,10,14,9,9,8,5,12,14,17,10,15,9,12,16,8,2,14,6,9,18,14,8,9,10,8,10,9,8,11,8,17,8,10,8,10,9,4,7,9,12,12,14,9,10,11
Gene_649,7,11,14,11,15,13,14,11,9,7,4,12,14,9,12,10,15,14,10,10,15,9,14,9,4,10,10,12,16,12,11,11,10,7,9,13,4,13,7,12,9,15,8,9,9,7,7,13,8,14
Gene_650,14,11,6,6,6,13,7,4,13,10,10,9,13,9,11,7,11,8,12,10,18,12,9,13,14,12,10,5,10,11,10,8,10,14,0,11,9,6,6,10,12,10,6,10,10,13,11,8,9,15
Gene_651,7,10,10,9,10,7,12,9,11,13,5,8,16,8,12,8,6,8,14,8,12,12,13,16,13,10,10,13,12,8,12,10,9,17,16,9,11,10,11,13,15,8,12,7,12,8,15,14,16,11
Gene_652,9,10,11,12,12,7,10,12,13,18,8,10,8,8,14,9,7,10,11,7,11,11,4,15,7,15,7,6,7,6,13,8,10,15,5,7,5,5,8,7,14,10,6,15,18,10,13,13,12,11
Gene_653,8,15,5,10,8,8,8,9,12,5,7,10,15,7,14,14,15,7,11,11,9,15,11,11,3,7,8,12,11,10,10,11,11,7,10,15,9,9,12,11,11,9,8,12,4,11,4,8,6,7
Gene_654,10,6,5,4,6,8,8,11,6,13,11,9,11,13,13,10,6,14,13,13,6,10,13,3,13,10,10,12,10,11,10,9,12,15,8,17,5,12,13,9,8,17,6,14,17,9,11,10,7,8
Gene_655,10,9,10,9,16,10,16,14,13,10,13,9,11,6,10,5,18,7,6,9,13,5,6,8,11,9,12,11,3,8,10,12,10,8,11,9,13,10,11,7,8,8,13,5,7,10,3,13,5,8
Gene_656,14,19,6,3,9,7,11,13,5,9,7,12,9,7,6,9,15,11,9,16,4,9,8,13,8,11,4,4,11,4,7,11,6,9,11,12,6,13,7,9,14,7,12,8,7,10,11,13,13,9
Gene_657,11,16,10,18,9,12,9,11,9,9,12,13,16,14,11,7,15,6,4,11,7,8,9,10,13,8,16,9,11,10,7,16,12,12,8,8,9,8,20,10,10,7,7,5,8,10,3,7,8,15
Gene_658,17,12,8,13,9,14,8,10,8,7,13,12,12,10,9,10,11,10,14,16,7,16,10,8,11,8,7,13,19,7,11,12,15,10,11,5,13,12,7,12,7,11,15,7,14,9,8,12,6,12
Gene_659,9,10,7,10,12,9,5,11,6,8,6,9,7,20,12,5,5,8,9,16,13,13,7,13,13,6,8,17,13,11,10,12,11,9,9,7,13,13,11,13,15,12,12,15,15,14,8,8,17,6
Gene_660,3,7,10,11,10,10,6,11,7,10,7,11,12,14,14,12,6,8,10,8,14,9,10,11,9,14,11,11,8,7,8,9,16,3,9,9,13,11,5,7,7,11,12,14,14,10,12,8,8,7
Gene_661,4,19,8,9,10,7,19,6,5,9,6,10,8,12,17,7,12,8,11,9,6,9,6,7,5,13,10,7,10,8,11,7,8,11,13,9,8,15,12,5,10,9,14,12,7,16,14,15,14,10
Gene_662,8,15,18,11,6,9,15,17,10,11,18,15,22,10,8,7,7,3,8,6,13,6,14,3,10,11,4,13,14,13,11,5,9,11,10,8,7,6,8,13,11,6,16,10,12,4,5,8,13,6
Gene_663,6,10,12,9,14,5,11,6,8,11,4,9,10,13,10,9,15,14,5,10,9,9,11,7,8,8,6,8,6,8,7,8,9,8,5,12,10,13,16,11,8,10,5,15,9,10,5,11,8,5
Gene_664,10,10,13,8,12,8,11,6,7,15,7,10,15,11,9,10,21,12,4,12,4,9,16,12,7,12,7,10,7,8,9,7,6,6,14,8,11,11,13,5,9,11,12,10,7,14,13,9,9,8
Gene_665,7,6,13,14,9,10,11,14,7,12,15,9,10,13,9,7,6,11,11,12,11,11,10,16,10,9,11,9,5,2,8,12,8,6,8,7,12,13,18,11,12,7,8,8,7,20,9,4,11,7
Gene_666,13,10,9,7,10,10,8,9,10,7,8,13,6,10,14,7,10,13,11,6,9,14,7,12,13,12,9,6,2,4,12,14,19,11,9,7,15,14,5,10,11,9,10,14,12,9,9,11,7,9
Gene_667,8,11,14,10,10,10,9,10,13,10,12,16,9,14,10,5,7,13,11,11,7,10,13,12,8,15,8,6,7,8,11,9,13,5,7,16,13,3,9,10,12,4,18,11,7,7,13,7,12,6
Gene_668,7,6,9,7,8,14,17,7,9,11,9,15,11,10,2,14,9,16,4,13,7,4,5,9,8,12,15,9,10,11,8,16,7,7,17,7,10,11,5,12,5,14,15,6,13,11,13,12,8,11
Gene_669,4,7,7,11,17,7,14,7,12,10,14,13,13,11,12,10,13,9,5,16,12,3,8,5,9,7,13,14,4,8,7,10,17,7,12,8,10,8,13,6,7,4,11,12,12,8,7,6,12,7
Gene_670,10,11,12,23,4,8,8,8,7,9,6,11,9,10,4,11,10,8,9,5,12,6,9,11,7,14,9,14,12,9,9,7,7,11,12,11,13,7,15,5,15,6,10,13,16,9,9,14,12,6
Gene_671,17,20,8,11,10,10,11,7,13,7,11,10,10,8,7,14,18,12,9,10,11,10,8,11,8,14,17,12,12,11,6,19,8,14,15,6,13,5,15,11,8,9,14,3,7,6,10,15,6,12
Gene_672,7,12,6,14,12,4,14,10,7,10,12,9,10,7,8,8,6,13,8,9,10,10,14,12,9,4,14,8,12,14,8,8,9,12,13,10,9,8,7,10,5,11,11,9,12,10,12,13,16,6
Gene_673,10,20,9,8,7,7,8,16,18,9,11,10,8,12,10,7,10,7,7,10,16,8,5,7,10,4,15,12,8,11,8,4,11,11,6,8,11,16,6,10,4,6,12,10,11,7,7,16,7,3
Gene_674,9,11,11,12,13,8,6,14,10,6,10,12,12,9,10,11,16,17,9,13,6,12,9,7,5,11,12,15,8,3,10,14,10,10,10,4,8,14,10,8,9,6,11,11,12,8,9,10,8,14
Gene_675,16,3,9,14,8,8,6,10,8,13,9,11,8,14,7,11,13,6,9,9,14,10,9,9,4,10,7,10,10,7,10,12,7,10,7,10,10,13,14,12,3,12,12,8,12,13,8,5,8,13
Gene_676,9,14,13,8,10,14,8,2,8,10,8,7,6,8,7,11,17,10,11,17,9,13,9,14,15,11,12,12,8,12,13,6,14,7,6,15,12,9,19,10,3,18,6,6,8,8,6,11,10,7
Gene_677,7,8,10,5,11,11,11,6,9,8,9,3,10,11,15,8,9,7,4,13,17,9,10,14,13,7,6,11,6,16,11,10,8,11,9,4,5,14,17,9,7,7,12,9,9,12,16,7,4,7
Gene_678,13,7,8,12,11,8,8,5,7,9,10,4,9,9,13,10,11,11,13,11,11,14,9,15,8,10,11,15,11,12,9,9,17,10,8,14,10,5,6,11,10,15,12,10,4,6,9,9,9,10
Gene_679,12,13,14,11,10,9,7,10,7,9,13,5,15,15,10,17,10,12,8,10,12,13,8,11,11,13,13,12,12,14,17,8,17,11,11,9,16,4,14,12,15,8,9,14,6,13,11,11,11,16
Gene_680,15,3,12,9,7,10,16,13,5,8,11,4,6,19,14,3,14,8,6,7,9,7,8,11,14,17,8,5,7,5,7,7,10,5,9,8,10,7,14,15,3,11,10,5,6,12,13,10,12,5
Gene_681,7,10,8,6,10,7,12,8,13,8,8,10,15,16,8,17,13,11,8,10,5,8,9,8,9,9,6,10,5,8,6,8,8,10,15,10,14,6,9,10,4,9,10,12,7,14,10,6,18,4
Gene_682,8,7,6,4,12,8,6,12,8,10,9,13,11,9,9,13,5,13,12,10,11,13,15,9,6,12,5,10,16,10,5,11,12,7,6,6,9,6,8,8,12,7,10,8,14,6,12,16,12,5
Gene_683,9,8,12,12,8,8,8,5,11,4,12,7,11,8,10,19,10,7,9,12,7,11,6,22,11,4,9,15,10,7,8,10,10,9,13,7,13,12,10,7,9,8,11,10,14,8,15,12,8,12
Gene_684,12,7,10,7,13,13,5,16,8,13,12,7,7,11,10,16,6,6,12,14,7,13,10,6,10,7,7,12,7,8,9,6,9,14,14,18,9,8,10,8,10,8,12,5,6,8,17,14,12,5
Gene_685,8,10,14,10,13,8,6,11,15,12,11,11,13,14,11,11,9,14,6,8,10,9,12,14,9,12,15,5,10,11,10,5,8,6,9,7,10,13,10,12,10,15,6,10,12,3,12,10,7,20
Gene_686,6,6,6,13,6,10,6,9,11,19,14,11,12,9,7,12,14,6,12,5,8,17,5,11,9,20,9,13,9,12,13,6,9,10,15,11,9,4,11,10,3,7,9,12,13,9,8,16,10,6
Gene_687,10,14,8,11,10,6,8,10,6,14,16,9,7,14,5,7,10,11,7,6,11,13,5,10,11,10,11,5,8,13,8,10,13,14,11,10,15,10,6,10,10,10,5,5,18,12,15,12,12,7
Gene_688,11,14,5,10,11,6,11,7,12,11,11,11,9,11,11,12,15,19,8,10,14,14,4,12,7,14,9,11,10,9,10,7,10,15,10,12,11,14,8,7,3,5,11,8,17,12,10,16,6,9
Gene_689,10,8,9,13,14,10,9,10,6,6,8,10,9,5,19,16,9,15,9,11,11,7,9,16,7,11,7,12,5,7,5,14,10,8,11,14,8,14,11,9,10,13,6,13,11,11,15,11,8,10
Gene_690,7,14,15,9,21,14,10,10,10,8,11,10,10,12,14,8,8,7,8,5,6,8,9,17,8,13,8,7,19,6,6,11,15,14,8,13,7,9,9,9,13,7,15,10,16,10,14,9,6,11
Gene_691,7,16,14,6,8,8,14,12,10,9,11,10,6,5,11,13,12,6,15,11,12,11,12,9,8,10,9,13,10,13,14,15,13,10,6,11,10,8,11,10,7,8,11,13,3,6,11,9,5,8
Gene_692,14,9,10,8,7,9,13,7,10,6,12,9,12,6,6,12,7,9,8,13,12,5,15,5,10,13,10,12,12,15,8,10,13,10,11,4,12,9,10,20,9,13,4,6,13,11,11,7,9,6
Gene_693,7,13,10,11,1,11,9,13,12,9,7,14,11,14,11,10,12,14,6,9,14,14,13,8,14,9,6,9,6,7,10,8,15,8,7,10,11,6,11,14,9,11,9,12,10,13,11,16,9,12
Gene_694,10,8,11,10,10,5,10,15,8,12,7,11,14,7,12,11,15,11,7,10,9,10,15,10,11,15,15,5,6,8,13,9,11,12,10,8,11,6,11,9,9,8,9,10,11,15,8,6,15,13
Gene_695,20,8,11,5,5,8,13,11,14,9,12,3,11,12,7,11,12,9,9,8,14,6,7,6,8,15,7,12,5,12,4,10,13,15,12,10,20,13,11,9,14,16,11,13,6,9,8,13,7,8
Gene_696,12,14,10,6,6,6,10,8,12,10,20,4,6,3,11,9,10,8,10,12,9,6,7,5,7,12,8,11,10,16,15,7,11,11,8,10,14,10,10,8,9,8,10,15,7,6,9,11,4,11
Gene_697,4,10,17,10,8,10,13,7,8,10,7,15,12,8,12,8,12,11,9,17,19,6,11,14,9,12,7,11,7,10,12,13,9,5,6,10,19,8,19,6,5,13,8,14,8,16,9,9,6,6
Gene_698,13,12,5,17,18,6,8,9,10,12,5,5,16,8,11,8,7,13,12,9,10,11,8,14,7,9,14,12,15,9,8,4,5,7,11,8,8,12,8,7,6,6,10,11,11,8,7,12,10,12
Gene_699,11,7,13,9,7,10,5,4,9,17,7,11,8,10,4,14,7,10,13,9,11,10,12,9,8,17,10,10,6,6,9,17,12,22,17,5,7,15,9,7,14,10,11,10,11,10,12,11,5,13
Gene_700,9,11,11,4,16,10,14,13,10,11,5,13,6,9,10,8,9,9,13,8,7,9,13,9,11,16,13,8,12,11,10,9,7,15,8,14,8,12,5,7,10,8,10,3,10,12,12,16,12,11
Gene_701,3,9,9,9,8,10,11,11,6,12,15,12,13,4,13,7,11,11,12,9,9,12,9,8,11,11,13,11,17,9,11,7,6,17,9,6,11,10,9,9,9,14,7,8,10,15,2,9,10,14
Gene_702,13,7,10,14,5,8,8,5,16,11,6,6,14,6,6,13,11,11,11,5,8,11,9,6,8,10,8,9,15,8,10,8,6,6,7,8,11,11,13,6,13,16,7,10,10,10,4,10,11,13
Gene_703,7,7,13,12,11,7,9,12,12,9,7,9,13,9,12,10,10,13,12,9,14,7,12,11,12,13,8,10,3,16,11,7,11,15,8,8,13,7,7,9,11,14,8,9,7,11,10,13,9,9
Gene_704,8,10,12,15,8,13,8,9,11,6,10,15,9,7,7,6,7,11,6,3,11,14,13,7,11,9,13,14,11,4,11,10,11,4,13,8,14,8,11,6,11,12,9,9,12,6,10,9,6,15
Gene_705,14,9,11,10,12,5,8,10,11,6,9,10,9,10,9,13,7,10,9,12,12,13,16,12,10,13,10,12,10,8,7,8,7,10,11,10,8,4,7,6,9,9,11,10,3,11,6,4,16,6
Gene_706,6,13,8,8,11,8,14,9,10,19,8,8,8,11,11,11,9,11,17,11,15,7,8,6,7,15,12,13,11,13,7,9,12,10,13,13,11,15,12,11,7,3,7,10,15,14,7,12,11,2
Gene_707,7,11,8,8,9,6,7,8,6,10,18,12,7,10,10,9,10,12,8,12,15,5,6,5,15,5,11,7,11,17,8,9,7,10,4,14,11,6,8,11,15,11,3,7,16,9,4,10,13,9
Gene_708,6,15,11,5,7,9,7,9,8,7,10,10,7,11,7,7,10,8,8,13,10,9,11,8,5,10,7,13,10,10,5,14,9,8,8,8,7,10,9,9,14,8,7,9,13,10,10,11,7,9
Gene_709,14,16,12,4,8,13,10,7,10,8,4,14,10,3,5,9,8,15,11,16,13,11,5,7,9,6,9,12,7,11,13,12,14,14,13,10,6,5,10,14,7,6,10,9,4,9,15,14,11,12
Gene_710,10,8,12,13,7,16,9,9,12,7,15,9,11,4,8,9,11,8,6,8,10,7,13,5,10,13,12,7,6,9,7,10,13,12,11,10,7,6,8,4,7,10,9,8,9,10,16,9,10,13
Gene_711,5,11,13,9,8,12,12,7,7,4,11,10,11,11,5,9,12,9,11,10,7,12,9,14,16,10,13,8,7,11,14,15,10,14,7,11,9,12,14,9,13,19,4,8,11,14,13,8,9,3
Gene_712,12,8,11,9,9,7,13,12,11,3,12,8,15,9,9,8,10,16,6,7,13,7,10,8,10,13,10,8,7,10,10,16,9,11,12,6,20,7,7,13,10,16,6,13,5,9,7,9,11,14
Gene_713,9,16,8,13,5,12,12,8,14,5,18,10,12,12,11,13,14,6,15,6,9,13,9,15,9,8,8,7,14,8,11,11,7,9,9,10,9,8,9,15,10,9,7,7,10,15,11,9,8,8
Gene_714,4,10,13,4,17,8,11,14,10,10,13,14,6,13,14,14,10,8,11,6,2,8,19,5,16,9,11,17,9,9,13,17,9,8,16,17,20,14,15,9,8,5,8,16,4,9,12,16,9,7
Gene_715,8,8,15,8,8,10,11,12,12,16,9,11,10,9,8,6,7,10,8,13,4,10,9,9,8,6,11,10,7,7,10,13,10,14,5,6,14,8,16,12,14,6,8,9,7,8,5,13,10,9
Gene_716,12,17,8,4,3,11,10,7,8,15,9,10,17,10,12,7,16,13,13,12,9,11,11,9,17,9,8,11,7,6,3,6,12,13,10,6,10,7,8,14,14,11,12,8,9,6,7,15,16,8
Gene_717,14,9,7,10,8,7,9,7,10,14,7,7,11,11,15,13,8,15,10,7,10,16,7,5,14,11,10,11,13,17,14,9,13,6,3,7,7,11,8,12,7,9,10,14,10,7,9,9,9,11
Gene_718,18,16,11,9,13,13,8,12,6,10,9,10,10,5,9,12,8,14,7,8,7,20,7,4,8,17,8,5,20,4,4,9,8,9,6,9,12,6,11,11,8,18,9,14,11,11,10,18,11,12
Gene_719,12,7,5,10,17,11,15,12,14,8,10,6,7,7,5,4,6,10,5,7,9,10,9,9,9,8,9,10,13,12,9,10,7,4,14,12,12,5,14,6,12,7,11,10,9,8,11,13,10,14
Gene_720,8,9,9,9,6,14,10,9,7,10,4,7,8,11,12,12,10,11,10,10,6,9,8,8,12,7,9,11,8,6,7,11,8,13,7,12,13,16,17,21,5,18,11,8,12,12,9,12,9,9
Gene_721,9,12,6,10,7,6,11,10,8,9,9,7,2,5,8,7,9,9,12,10,5,9,8,5,10,8,10,7,7,7,11,7,12,8,7,11,11,8,11,13,8,10,9,9,13,8,3,8,11,6
Gene_722,7,8,14,11,11,11,20,5,11,12,5,9,11,17,7,10,13,8,9,9,12,10,9,8,7,13,9,16,9,9,11,15,4,10,3,10,10,11,14,11,8,8,12,8,11,6,12,10,9,7
Gene_723,6,12,12,4,9,14,6,8,11,15,12,13,14,9,8,12,12,11,14,13,13,15,5,22,9,3,8,15,10,12,11,9,3,7,13,11,11,7,10,15,10,8,12,11,6,10,9,14,13,14
Gene_724,11,8,10,5,12,7,10,8,6,13,17,9,13,5,9,13,10,9,9,8,12,17,10,10,11,13,17,10,6,11,5,7,10,10,12,8,5,7,14,14,11,8,7,9,10,13,13,6,9,6
Gene_725,13,13,11,4,16,9,15,8,11,8,7,5,12,14,15,9,13,19,14,10,8,13,9,10,12,11,8,7,11,8,8,8,13,10,12,20,14,8,14,10,5,13,8,10,10,8,11,10,5,7
Gene_726,3,8,8,9,13,11,15,9,11,7,9,8,3,12,12,9,7,7,15,11,9,11,9,12,8,7,10,11,8,13,9,13,7,9,20,9,10,9,12,9,9,8,8,10,9,4,7,12,11,8
Gene_727,12,12,12,10,9,12,15,10,9,7,15,12,13,8,13,9,12,9,14,17,10,15,3,7,16,15,10,14,9,8,12,4,12,9,8,14,10,10,11,11,10,9,12,6,6,10,6,6,10,8
Gene_728,7,11,11,12,10,11,8,14,7,8,10,7,14,8,13,10,8,10,5,11,8,9,13,8,6,10,14,9,6,7,5,11,8,11,13,6,11,10,9,8,24,12,9,11,14,7,8,11,11,6
Gene_729,13,10,8,10,8,9,8,14,11,7,8,11,10,15,14,10,7,11,7,10,8,14,10,14,17,9,10,7,13,6,8,12,14,5,8,5,10,14,8,11,6,5,16,16,8,16,7,6,8,11
Gene_730,7,6,9,7,7,5,11,9,3,15,9,8,14,13,6,12,11,11,10,7,8,10,15,13,9,11,15,9,7,9,11,14,12,6,12,5,11,13,11,18,14,7,7,13,8,12,9,15,12,5
Gene_731,17,7,5,10,10,6,12,10,19,14,5,13,13,8,11,11,6,9,12,12,10,10,8,8,9,7,9,13,9,13,8,16,10,8,5,10,14,4,12,10,8,11,5,11,10,10,6,11,7,11
Gene_732,11,12,12,8,9,18,12,3,7,14,10,12,9,13,8,16,7,9,8,8,6,15,10,11,15,9,18,9,7,13,9,8,11,8,10,15,3,12,5,3,11,17,12,5,13,11,10,7,5,6
Gene_733,9,17,11,11,11,10,11,10,16,17,10,10,11,9,10,8,11,9,11,8,10,13,13,10,13,9,5,3,10,11,6,7,17,8,9,8,9,7,7,4,7,11,9,6,18,7,8,7,12,11
Gene_734,19,9,9,7,8,7,10,9,11,8,14,15,8,5,13,12,11,5,8,8,7,9,9,6,5,12,11,11,12,13,10,9,9,12,5,9,10,13,8,9,14,18,13,9,18,21,7,7,9,7
Gene_735,4,11,13,11,10,13,8,10,11,10,14,9,5,10,5,8,17,11,8,10,10,12,7,14,10,11,10,15,11,7,8,16,9,9,15,8,12,19,6,10,11,10,9,8,11,19,15,13,16,6
Gene_736,13,16,9,13,12,7,15,12,16,13,9,12,13,4,6,6,12,9,8,13,13,9,5,11,10,9,7,10,5,6,15,10,8,8,15,7,7,8,10,2,9,10,8,15,10,15,7,5,13,10
Gene_737,10,18,19,15,14,9,10,7,5,9,10,18,8,16,11,5,11,11,8,10,9,16,10,7,12,13,8,7,5,14,3,12,12,2,7,8,7,9,14,13,9,11,9,13,15,10,9,7,19,7
Gene_738,7,8,14,7,15,20,10,4,10,10,11,6,12,15,11,10,13,8,11,9,10,8,6,14,7,12,7,12,10,8,17,9,9,13,14,9,11,7,8,14,9,7,10,8,9,14,12,11,17,10
Gene_739,12,10,11,10,9,9,8,13,11,10,14,10,7,8,11,7,6,8,4,8,10,14,16,7,6,8,12,12,14,5,8,5,8,8,11,17,13,5,15,9,9,9,14,11,8,7,11,12,6,8
Gene_740,3,8,6,11,10,12,13,10,6,11,13,6,2,12,12,6,9,9,5,11,12,11,8,9,8,16,15,12,6,9,8,9,12,8,16,7,8,20,7,12,13,12,14,4,8,12,10,7,10,8
Gene_741,8,12,5,8,9,14,7,9,7,10,8,11,10,9,7,7,10,16,12,11,15,11,6,11,6,6,9,12,7,11,11,7,11,13,12,8,8,6,15,14,7,9,13,7,12,12,10,6,4,16
Gene_742,6,7,14,15,10,9,8,8,11,15,11,9,11,6,8,15,1,16,12,4,13,6,13,13,8,7,7,12,12,5,9,10,13,11,11,11,10,10,12,10,7,9,15,20,6,6,12,13,10,13
Gene_743,17,18,4,7,10,12,13,10,6,4,9,9,12,10,7,12,5,7,10,8,9,7,4,11,13,11,10,12,3,9,12,4,6,14,12,10,11,14,15,7,9,5,7,8,9,18,13,4,8,4
Gene_744,11,8,6,10,14,10,9,12,12,10,8,9,12,7,7,9,9,4,15,7,14,12,15,6,8,8,3,14,13,5,13,9,12,9,11,11,7,10,9,7,11,4,9,8,11,4,15,7,5,8
Gene_745,10,9,8,17,8,11,9,12,8,8,15,17,7,14,9,10,7,10,6,8,10,9,11,13,13,8,13,12,10,19,8,15,10,11,4,14,7,13,14,10,8,10,8,10,7,12,9,9,7,9
Gene_746,12,6,8,9,14,11,12,18,10,9,13,16,13,8,11,11,5,10,11,15,11,8,9,10,12,6,12,7,16,10,11,10,7,6,8,4,15,15,9,10,18,11,10,8,12,15,11,12,9,5
Gene_747,11,13,9,11,7,9,12,19,10,8,9,7,12,13,20,8,11,10,6,13,10,14,10,3,10,10,7,6,5,7,1,10,6,14,18,22,13,11,12,5,8,7,10,13,9,5,9,13,8,9
Gene_748,10,7,10,8,13,5,11,12,11,14,17,19,12,12,7,10,11,7,8,12,13,8,8,11,12,9,12,11,6,15,16,5,5,14,20,7,11,8,15,8,7,5,5,14,9,12,9,6,13,16
Gene_749,6,12,7,10,8,10,13,4,9,14,10,10,11,14,16,6,5,12,10,7,15,9,5,15,9,8,6,12,13,10,9,3,13,11,8,10,10,8,6,12,8,11,13,12,12,6,11,6,8,10
Gene_750,11,8,11,12,6,4,10,10,9,8,15,13,14,9,16,8,12,6,10,3,9,9,7,9,11,7,7,15,10,4,8,13,9,9,12,10,10,16,11,5,7,10,14,9,19,12,12,5,15,7
Gene_751,4,13,9,4,10,8,9,8,14,4,10,9,11,9,13,8,9,7,10,9,17,7,10,8,15,12,9,14,13,16,7,11,12,14,9,7,5,13,13,6,6,8,10,9,9,14,8,11,8,10
Gene_752,14,9,11,10,12,10,14,7,9,12,10,8,6,9,14,7,14,6,14,10,4,11,12,13,8,7,9,13,8,9,11,7,3,14,10,11,6,9,4,8,13,12,10,9,6,9,8,14,12,15
Gene_753,9,11,6,16,6,9,10,9,9,11,15,5,7,12,10,12,16,12,16,14,6,7,10,4,13,10,12,13,14,11,7,13,15,5,8,8,11,9,12,10,9,10,10,8,12,9,8,13,10,12
Gene_754,11,12,8,9,8,10,11,14,10,8,9,5,9,8,9,8,7,19,12,8,11,12,6,3,8,9,5,5,8,10,15,9,17,8,6,16,14,14,12,9,10,15,13,13,7,10,12,9,11,6
Gene_755,8,18,6,13,12,7,11,10,8,7,10,9,13,11,11,13,11,12,7,9,10,12,10,6,7,7,16,7,11,16,9,3,8,9,9,8,10,12,10,5,14,8,5,8,13,15,13,10,14,14
Gene_756,13,14,6,10,9,14,21,17,13,12,9,9,7,11,10,15,8,6,6,9,9,8,11,7,11,11,15,9,10,5,6,5,7,15,10,3,14,8,8,15,17,9,7,16,12,7,8,9,12,15
Gene_757,10,7,5,4,8,13,13,10,5,13,9,8,9,10,15,9,14,14,8,7,14,8,15,16,4,11,11,11,8,7,9,6,10,14,10,14,8,8,15,18,17,4,9,10,12,9,10,14,12,11
Gene_758,5,14,8,14,19,6,12,13,12,9,10,19,12,5,10,5,11,7,11,9,13,7,12,15,10,11,8,9,10,7,14,6,9,10,13,5,5,13,12,6,13,9,11,8,13,10,17,12,11,7
Gene_759,11,8,12,13,6,11,14,7,8,7,16,12,11,15,9,8,7,13,8,6,8,10,7,10,13,5,7,10,15,6,6,8,9,11,10,8,10,13,8,7,9,11,7,6,10,11,8,7,7,9
Gene_760,10,11,11,10,7,11,11,12,12,11,8,9,13,11,11,20,12,8,14,9,9,11,12,14,12,15,7,5,11,16,8,8,8,9,13,5,13,10,12,9,8,11,12,13,17,14,9,8,11,6
Gene_761,15,10,12,9,14,14,9,17,14,7,9,8,14,9,13,10,12,4,12,11,14,6,4,9,11,10,8,4,11,6,8,10,9,14,5,7,13,11,17,11,8,5,11,7,3,12,7,9,14,5
Gene_762,9,15,11,8,10,7,6,5,11,12,8,7,12,7,12,5,8,14,11,7,11,12,12,13,8,17,9,10,15,7,13,11,13,8,6,8,8,4,13,7,12,10,12,12,9,13,6,9,15,12
Gene_763,6,18,8,9,10,10,9,14,14,12,12,4,13,8,14,10,10,8,11,13,6,20,10,8,7,9,12,9,11,15,9,15,12,9,6,4,10,11,6,10,9,8,15,4,9,8,11,5,9,10
Gene_764,16,9,9,17,16,8,15,8,13,18,13,10,6,11,9,15,9,14,7,10,9,6,9,11,11,13,6,10,9,12,10,5,12,13,11,5,7,14,5,10,8,7,7,19,8,9,9,17,9,12
Gene_765,8,12,21,8,12,8,14,9,5,10,10,8,14,16,7,7,5,9,7,9,7,15,6,8,18,17,9,8,17,12,12,11,9,12,9,2,9,14,9,16,11,9,10,13,13,9,6,9,12,6
Gene_766,11,10,8,8,9,16,4,12,10,9,10,9,12,8,13,16,9,8,14,20,14,11,9,12,5,10,7,8,9,11,7,12,12,16,11,11,6,6,21,12,13,9,15,9,7,8,5,9,10,15
Gene_767,5,8,7,13,14,9,16,9,7,14,14,13,11,8,11,9,12,10,14,10,15,14,15,12,8,16,17,8,7,11,4,14,17,10,8,10,8,11,11,4,9,14,10,8,13,7,9,9,20,10
Gene_768,9,9,10,6,10,9,12,8,11,15,15,14,14,9,12,16,6,9,8,18,9,8,8,6,7,10,5,9,10,4,15,9,10,11,9,5,14,13,9,13,12,7,7,14,8,9,8,11,7,6
Gene_769,5,14,11,12,10,5,6,7,10,9,12,9,12,8,9,10,5,3,14,10,11,7,15,11,16,6,13,10,7,18,8,15,6,7,8,18,8,11,14,10,11,9,16,5,8,11,11,9,8,9
Gene_770,8,9,10,8,5,10,12,3,11,12,12,14,11,14,10,7,7,7,17,10,16,11,4,19,9,5,9,11,7,8,10,10,9,8,5,11,15,11,13,7,6,3,13,10,7,6,10,14,7,17
