	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Ensembl	hgnc	wikigene_desc
ENSG00000253522	29.8613993385	-1.519674673	0.29148025580000003	-5.2136453253	1.8516534316862e-07	1.62651683977396e-06	ENSG00000253522	MIR3142HG	
ENSG00000162551	830.3761885757	-1.5195848019	0.2189611482	-6.939974578	3.92170508021231e-12	7.81801483028737e-11	ENSG00000162551	ALPL	alkaline phosphatase, biomineralization associated
ENSG00000128045	41.0178277769	-1.5175574151	0.2933634711	-5.1729597047	2.30414718088669e-07	1.99123699539214e-06	ENSG00000128045	RASL11B	RAS like family 11 member B
ENSG00000167914	37.5663326835	-1.5124065182000002	0.546582063	-2.7670255219	0.0056570326240673	0.0154814071185311	ENSG00000167914	GSDMA	gasdermin A
ENSG00000175183	1899.8270988239	-1.5102824243000001	0.1854491905	-8.143914894	3.82698259258812e-16	1.4147028761065401e-14	ENSG00000175183	CSRP2	cysteine and glycine rich protein 2
ENSG00000279500	12.994318347	-1.509131247	0.2559676162	-5.8957897466	3.7289354399056205e-09	4.55007658388484e-08	ENSG00000279500	ENSG00000279500	ENSG00000279500
ENSG00000267838	24.5980704868	-1.5069827733999999	0.2963053136	-5.0859120791	3.65863522082621e-07	3.02135051943252e-06	ENSG00000267838	ENSG00000267838	
ENSG00000203876	37.9848729237	-1.5064367442000002	0.2478953831	-6.0769052071	1.2252414115317e-09	1.6306738814425e-08	ENSG00000203876	ADD3-AS1	
ENSG00000125730	39352.9672522735	-1.5060620217	0.1571232427	-9.5852274662	9.22541354822004e-22	6.820631536300161e-20	ENSG00000125730	C3	complement C3
ENSG00000166268	25.6419425604	-1.5010947350000001	0.3821910116	-3.9276034482	8.57965212363685e-05	0.0004049190430504	ENSG00000166268	MYRFL	myelin regulatory factor like
ENSG00000260942	67.4881121169	-1.501037594	0.2095187301	-7.164216744	7.82325452608022e-13	1.7406741320528497e-11	ENSG00000260942	CAPN10-DT	
ENSG00000228290	21.479696916199998	-1.5009014931	0.22975940520000002	-6.5324920726	6.468422188413549e-11	1.0636646258863202e-09	ENSG00000228290	TBX18-AS1	
ENSG00000067715	35.9955055621	-1.4999569583	0.2759148233	-5.436304365	5.43970036695447e-08	5.34268479032626e-07	ENSG00000067715	SYT1	synaptotagmin 1
ENSG00000256546	19.0940299795	-1.4985727726	0.1979301715	-7.5712194938	3.69736718319718e-14	1.00191714766609e-12	ENSG00000256546	ENSG00000256546	
ENSG00000137857	269.397384852	-1.4985015853	0.1638970979	-9.1429415439	6.07762451519692e-20	3.68166808938332e-18	ENSG00000137857	DUOX1	dual oxidase 1
ENSG00000122966	107.537493226	-1.4977925682	0.2089655122	-7.1676543776	7.62936147148925e-13	1.7025536920742598e-11	ENSG00000122966	CIT	citron rho-interacting serine/threonine kinase
ENSG00000125851	35.3777512163	-1.4963655635	0.2841308254	-5.2664668165	1.39074371471937e-07	1.24721949468553e-06	ENSG00000125851	PCSK2	proprotein convertase subtilisin/kexin type 2
ENSG00000180539	62.09091141	-1.4961149019	0.1999502473	-7.4824358659	7.29575015927336e-14	1.87680674302732e-12	ENSG00000180539	C9orf139	chromosome 9 open reading frame 139
ENSG00000235513	44.2435678528	-1.4954926773000001	0.16359922570000002	-9.1411965465	6.176509837557531e-20	3.72953949323128e-18	ENSG00000235513	ENSG00000235513	
ENSG00000167208	144.6695158644	-1.4953319925000002	0.2540782877	-5.8853198603	3.97284893061846e-09	4.82575226831074e-08	ENSG00000167208	SNX20	sorting nexin 20
ENSG00000173406	30.1177793411	-1.4936665375	0.3435091994	-4.3482577468	1.37223280380122e-05	7.93385462517953e-05	ENSG00000173406	DAB1	DAB adaptor protein 1
ENSG00000184194	121.945542215	-1.4909231676	0.1581609796	-9.426618194	4.23523874049104e-21	2.9133167878271503e-19	ENSG00000184194	GPR173	G protein-coupled receptor 173
ENSG00000163975	360.1982122587	-1.4891128562	0.1864144747	-7.9881825621	1.3694255616114102e-15	4.69278150027385e-14	ENSG00000163975	MELTF	melanotransferrin
ENSG00000258498	1599.7454460617	-1.4879915392	0.1524792124	-9.7586517922	1.69392047595393e-22	1.37112640594564e-20	ENSG00000258498	DIO3OS	DIO3 opposite strand upstream RNA
ENSG00000271259	14.3843089839	-1.4857451325	0.30679580830000003	-4.8427817214	1.28033915634082e-06	9.37733581003286e-06	ENSG00000271259	ENSG00000271259	
ENSG00000133256	64.6886314882	-1.4857132873	0.16120817540000001	-9.2161162661	3.08056109288571e-20	1.9092361968086e-18	ENSG00000133256	PDE6B	phosphodiesterase 6B
ENSG00000250510	214.730934644	-1.4839966698	0.1673704843	-8.8665374647	7.54555618609854e-19	4.02104679659084e-17	ENSG00000250510	GPR162	G protein-coupled receptor 162
ENSG00000189212	13.453656948	-1.4811061597	0.19700092030000002	-7.5182702586	5.55056750713747e-14	1.4598614456097298e-12	ENSG00000189212	DPY19L2P1	
ENSG00000113494	21.8820802239	-1.4797071509	0.21920155900000002	-6.7504408176	1.4739663553779098e-11	2.69256947350602e-10	ENSG00000113494	PRLR	prolactin receptor
ENSG00000182866	250.4722833387	-1.4787343279	0.2392761299	-6.180032787	6.40882902307391e-10	8.95471727859411e-09	ENSG00000182866	LCK	LCK proto-oncogene, Src family tyrosine kinase
ENSG00000103742	316.332555503	-1.4728424267	0.1795039272	-8.205070772100001	2.30455091469193e-16	8.725234198991871e-15	ENSG00000103742	IGDCC4	immunoglobulin superfamily DCC subclass member 4
ENSG00000108370	25.8500497864	-1.4724873639	0.21417367010000002	-6.8752025553	6.190183907423879e-12	1.19594098351351e-10	ENSG00000108370	RGS9	regulator of G protein signaling 9
ENSG00000152580	872.5633857069	-1.469696575	0.1511385553	-9.7241671498	2.37843741668768e-22	1.9087468482041902e-20	ENSG00000152580	IGSF10	immunoglobulin superfamily member 10
ENSG00000158481	118.2382068998	-1.4695914567	0.21893413720000002	-6.7124820061	1.9134140598416697e-11	3.44836877444978e-10	ENSG00000158481	CD1C	CD1c molecule
ENSG00000272087	23.4210813602	-1.4691178024	0.17619898890000002	-8.3378333297	7.56641199796704e-17	3.0889054545613704e-15	ENSG00000272087	ENSG00000272087	
ENSG00000143851	223.1581146494	-1.4665575255	0.2652357472	-5.529260445	3.21583610241484e-08	3.30181444326125e-07	ENSG00000143851	PTPN7	protein tyrosine phosphatase non-receptor type 7
ENSG00000267528	14.7116784342	-1.4644478348	0.4130609577	-3.5453552493	0.0003920842695497	0.0015413335771144	ENSG00000267528	ENSG00000267528	ENSG00000267528
ENSG00000103485	226.2557862211	-1.463897629	0.1399398251	-10.4609079535	1.30598144137366e-25	1.57211701843307e-23	ENSG00000103485	QPRT	quinolinate phosphoribosyltransferase
ENSG00000107742	982.0616433173	-1.4638158068	0.21437621340000002	-6.8282566604	8.59527108392969e-12	1.63557783095159e-10	ENSG00000107742	SPOCK2	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2
ENSG00000232406	19.6039124829	-1.4615092516	0.2555520949	-5.7190266907	1.0713596676286e-08	1.19970561707797e-07	ENSG00000232406	ENSG00000232406	
ENSG00000100024	20.1453990475	-1.4612014076	0.27567595980000004	-5.3004310163	1.15529612173104e-07	1.062453764446e-06	ENSG00000100024	UPB1	beta-ureidopropionase 1
ENSG00000163082	57.6280542593	-1.4606434481	0.3098632287	-4.7138327912	2.43100173753251e-06	1.66551556472539e-05	ENSG00000163082	SGPP2	sphingosine-1-phosphate phosphatase 2
ENSG00000240207	65.1571196058	-1.4595672998	0.1793651843	-8.1374058501	4.03837206953565e-16	1.4869919430158802e-14	ENSG00000240207	ENSG00000240207	
ENSG00000108176	26.6187331343	-1.4595215191	0.1549892765	-9.4169193635	4.6451666999806304e-21	3.16056469054117e-19	ENSG00000108176	DNAJC12	DnaJ heat shock protein family (Hsp40) member C12
ENSG00000176697	20.3857355679	-1.458699807	0.285653814	-5.1065301274	3.28128315426393e-07	2.73984954886271e-06	ENSG00000176697	BDNF	brain derived neurotrophic factor
ENSG00000134138	794.4684798488	-1.4568298378	0.1218950968	-11.951504827699999	6.3760149069208e-33	1.6629886657925797e-30	ENSG00000134138	MEIS2	Meis homeobox 2
ENSG00000263264	23.6888082016	-1.4497172612	0.3132544548	-4.6279222493	3.69352622307852e-06	2.42959752912603e-05	ENSG00000263264	ENSG00000263264	
ENSG00000103569	195.1961508091	-1.4489272986000001	0.3852419479	-3.7610839276	0.0001691786490531	0.0007386667869258	ENSG00000103569	AQP9	aquaporin 9
ENSG00000203710	151.5233027946	-1.4455404751	0.2688384949	-5.3769847037	7.57436056913747e-08	7.2607920943253e-07	ENSG00000203710	CR1	complement C3b/C4b receptor 1 (Knops blood group)
ENSG00000177272	22.1818226089	-1.4440376674	0.3358344646	-4.2998495383	1.7091410833764e-05	9.64132183980935e-05	ENSG00000177272	KCNA3	potassium voltage-gated channel subfamily A member 3
ENSG00000228065	20.8190164439	-1.4424152957	0.1753278701	-8.2269595521	1.92025265334204e-16	7.374319954419261e-15	ENSG00000228065	LINC01515	
ENSG00000112414	317.4879283772	-1.4415140905000001	0.1973312891	-7.3050457287	2.77172462043517e-13	6.6306008467709495e-12	ENSG00000112414	ADGRG6	adhesion G protein-coupled receptor G6
ENSG00000120057	21.6907660598	-1.4408554789	0.43949603060000003	-3.2784266034	0.001043875066091	0.0035929123654917	ENSG00000120057	SFRP5	secreted frizzled related protein 5
ENSG00000162630	13.9317952471	-1.4366631847	0.2694170159	-5.3324886708	9.68758152712665e-08	9.10070502740927e-07	ENSG00000162630	B3GALT2	beta-1,3-galactosyltransferase 2
ENSG00000154645	63.5367130486	-1.4361990574	0.2777760851	-5.1703481121	2.33658320874284e-07	2.01648419471423e-06	ENSG00000154645	CHODL	chondrolectin
ENSG00000173200	310.3593157231	-1.4359991067	0.2273022138	-6.3175764238	2.6569705689573903e-10	3.91950120302049e-09	ENSG00000173200	PARP15	poly(ADP-ribose) polymerase family member 15
ENSG00000184232	3320.8035580719	-1.4314154542	0.13532864690000002	-10.5773277651	3.79631250387094e-26	4.84972466055731e-24	ENSG00000184232	OAF	out at first homolog
ENSG00000070182	396.3064522433	-1.4308936301	0.30634938100000003	-4.6707900159	3.00043536816143e-06	2.01664909730506e-05	ENSG00000070182	SPTB	spectrin beta, erythrocytic
ENSG00000113073	11.8091153466	-1.4306646483	0.3255204934	-4.3950063888	1.10769495896646e-05	6.52490703714905e-05	ENSG00000113073	SLC4A9	solute carrier family 4 member 9
ENSG00000105122	307.1384082777	-1.4306584671	0.22781183130000002	-6.2800007322999996	3.38571434534084e-10	4.9147753996797e-09	ENSG00000105122	RASAL3	RAS protein activator like 3
ENSG00000266010	96.6519429324	-1.4298131585	0.2009902449	-7.1138435574	1.1285506914180699e-12	2.43878635605753e-11	ENSG00000266010	GATA6-AS1	GATA6 antisense RNA 1 (head to head)
ENSG00000104435	31.4906683437	-1.4285186251	0.5527103426000001	-2.5845700994	0.0097500482434778	0.0245338544773242	ENSG00000104435	STMN2	stathmin 2
ENSG00000132329	43.3610799568	-1.4268002952	0.29902516770000004	-4.7715057104	1.82853795657192e-06	1.28703576785847e-05	ENSG00000132329	RAMP1	receptor activity modifying protein 1
ENSG00000108602	32.5382587217	-1.4267900076	0.2929131913	-4.8710336373	1.11015936116134e-06	8.22718336355519e-06	ENSG00000108602	ALDH3A1	aldehyde dehydrogenase 3 family member A1
ENSG00000137269	214.9027715641	-1.4248168535999999	0.16461036210000002	-8.6556935776	4.8992322674536794e-18	2.42112323027665e-16	ENSG00000137269	LRRC1	leucine rich repeat containing 1
ENSG00000009790	220.5823542511	-1.4248005098	0.25798575290000003	-5.5227875714	3.33663056441609e-08	3.41463680485938e-07	ENSG00000009790	TRAF3IP3	TRAF3 interacting protein 3
ENSG00000188404	352.8049059886	-1.4241164614000001	0.3094802354	-4.6016394539	4.19178356668281e-06	2.72378905185939e-05	ENSG00000188404	SELL	selectin L
ENSG00000153993	230.0097276949	-1.4240350931	0.36522601460000004	-3.8990516452	9.65701773602294e-05	0.0004486618903136	ENSG00000153993	SEMA3D	semaphorin 3D
ENSG00000197415	14.6663678861	-1.4207508719	0.21815906670000001	-6.5124539331	7.3932892185328e-11	1.19895145280507e-09	ENSG00000197415	VEPH1	ventricular zone expressed PH domain containing 1
ENSG00000240219	33.7457284535	-1.4205191895	0.2592687567	-5.4789447354	4.27869965172836e-08	4.30137584367274e-07	ENSG00000240219	ENSG00000240219	
ENSG00000148948	57.6207092032	-1.4189276588	0.2217363584	-6.3991655187	1.56228414781229e-10	2.4008292971986102e-09	ENSG00000148948	LRRC4C	leucine rich repeat containing 4C
ENSG00000077942	15918.7435641545	-1.4186759956000001	0.1582684405	-8.9637327012	3.1386924530977603e-19	1.7594479276633702e-17	ENSG00000077942	FBLN1	fibulin 1
ENSG00000239405	13.150017997700001	-1.4178583378	0.2689123619	-5.2725665997	1.34528994087822e-07	1.21166425898092e-06	ENSG00000239405	TMED10P2	
ENSG00000101210	25.3460728111	-1.4173368109	0.3704985662	-3.8254852787	0.0001305147339466	0.0005863483705225	ENSG00000101210	EEF1A2	eukaryotic translation elongation factor 1 alpha 2
ENSG00000280383	22.8606220489	-1.4140234867	0.2098656298	-6.737756384	1.6085095684348398e-11	2.92695747922848e-10	ENSG00000280383	ENSG00000280383	ENSG00000280383
ENSG00000049323	1872.3515534786	-1.4123243314	0.1547151362	-9.1285466077	6.94250294160172e-20	4.1786302160365e-18	ENSG00000049323	LTBP1	latent transforming growth factor beta binding protein 1
ENSG00000255026	27.1191205137	-1.4121384678	0.3470978562	-4.0684159882	4.73338212633199e-05	0.0002382422485939	ENSG00000255026	ENSG00000255026	
ENSG00000134460	134.1813500646	-1.4112270224	0.22769959310000001	-6.197758209	5.72730330095751e-10	8.098872642219961e-09	ENSG00000134460	IL2RA	interleukin 2 receptor subunit alpha
ENSG00000273328	17.0075421755	-1.4103035131000001	0.31421728260000004	-4.4883066307	7.17915466934535e-06	4.41879205295432e-05	ENSG00000273328	ENSG00000273328	
ENSG00000272282	14.8960497468	-1.4095721521	0.28825810900000004	-4.8899653064	1.00853751435548e-06	7.53354255452727e-06	ENSG00000272282	LINC02084	
ENSG00000153446	742.7742339375	-1.4090522609	0.1830764033	-7.6965257985	1.39815582643619e-14	3.9980490696318597e-13	ENSG00000153446	C16orf89	chromosome 16 open reading frame 89
ENSG00000204060	20.4270190913	-1.4089129088	0.2580373644	-5.4601119965	4.75834318116444e-08	4.73288806139232e-07	ENSG00000204060	FOXO6	forkhead box O6
ENSG00000149927	26.5852688183	-1.4071193195	0.2510662712	-5.6045732986	2.08768629815598e-08	2.2149525984786e-07	ENSG00000149927	DOC2A	double C2 domain alpha
ENSG00000213809	14.4133454293	-1.4070643374	0.2513104906	-5.5989080851	2.15706120419536e-08	2.28082501990905e-07	ENSG00000213809	KLRK1	killer cell lectin like receptor K1
ENSG00000178184	147.8068313807	-1.4054807408	0.2106965542	-6.670639424	2.5469128019266598e-11	4.51638106774133e-10	ENSG00000178184	PARD6G	par-6 family cell polarity regulator gamma
ENSG00000225511	14.215242548300001	-1.4051994324	0.2797738477	-5.0226261097	5.09697082693755e-07	4.08693489150556e-06	ENSG00000225511	LINC00475	
ENSG00000122870	807.0552198158	-1.4051880864	0.106265829	-13.2233296435	6.435096533877619e-40	2.77023924224116e-37	ENSG00000122870	BICC1	BicC family RNA binding protein 1
ENSG00000267097	77.0420015776	-1.4026511663	0.27329993140000003	-5.1322777839	2.862565984133e-07	2.4277701018362e-06	ENSG00000267097	SLC14A2-AS1	
ENSG00000006740	224.0230700605	-1.4019165261	0.1747888399	-8.0206295028	1.05204604744019e-15	3.6721882388251604e-14	ENSG00000006740	ARHGAP44	Rho GTPase activating protein 44
ENSG00000243232	43.1081438654	-1.4018581212	0.27152656280000004	-5.1628765412	2.43183538580303e-07	2.08813153680819e-06	ENSG00000243232	PCDHAC2	protocadherin alpha subfamily C, 2
ENSG00000272240	40.8429665317	-1.4009330234	0.2386400586	-5.8704855812000005	4.3452057316091806e-09	5.25764294032789e-08	ENSG00000272240	ENSG00000272240	
ENSG00000174171	22.3419480676	-1.4003235949000001	0.3928945482	-3.564120707	0.000365077935763	0.0014466762092622	ENSG00000174171	ENSG00000174171	
ENSG00000135426	109.4424126113	-1.3984789438	0.1981093891	-7.0591250135	1.6755428331196699e-12	3.5314274818354897e-11	ENSG00000135426	TESPA1	thymocyte expressed, positive selection associated 1
ENSG00000111341	12735.7146629406	-1.3972465103	0.1383692758	-10.0979534807	5.64070171321097e-24	5.46014110682417e-22	ENSG00000111341	MGP	matrix Gla protein
ENSG00000181847	63.9387782927	-1.3960092724	0.298525213	-4.6763529895	2.92021771775164e-06	1.96554725884079e-05	ENSG00000181847	TIGIT	T cell immunoreceptor with Ig and ITIM domains
ENSG00000198286	161.3744062231	-1.3938799686	0.2934586263	-4.7498347086	2.03582980682653e-06	1.42174964456658e-05	ENSG00000198286	CARD11	caspase recruitment domain family member 11
ENSG00000228784	42.3329055026	-1.3908845094	0.1613294399	-8.6213930353	6.6144454472956e-18	3.20962974301716e-16	ENSG00000228784	LINC00954	
ENSG00000224081	71.5073947945	-1.3906388511	0.1699728145	-8.1815368826	2.80246293017991e-16	1.05085252442931e-14	ENSG00000224081	SLC44A3-AS1	
ENSG00000227039	186.7511044274	-1.3827419857	0.21617712400000003	-6.3963381526	1.5914735050989002e-10	2.4337362338967704e-09	ENSG00000227039	ITGB2-AS1	
ENSG00000188389	34.7071560435	-1.3811383556	0.288445607	-4.7882107474	1.68274884183478e-06	1.19594469795946e-05	ENSG00000188389	PDCD1	programmed cell death 1
ENSG00000171817	100.8556460115	-1.3808695905000001	0.1728948412	-7.9867599323	1.3853149108632402e-15	4.73858446468139e-14	ENSG00000171817	ZNF540	zinc finger protein 540
ENSG00000279048	12.1328578688	-1.3802655971	0.2753597575	-5.0125901096	5.3702212924799e-07	4.27500575038067e-06	ENSG00000279048	ENSG00000279048	ENSG00000279048
ENSG00000116039	66.588096131	-1.3794978336	0.2153337944	-6.4063229725	1.490710117147e-10	2.30025022924433e-09	ENSG00000116039	ATP6V1B1	ATPase H+ transporting V1 subunit B1
ENSG00000198959	3448.427556646	-1.3793400789999999	0.18812671920000001	-7.3319732838	2.26788314569069e-13	5.50951844669153e-12	ENSG00000198959	TGM2	transglutaminase 2
ENSG00000198835	104.8890510498	-1.3792268621	0.2294566849	-6.0108375696	1.8456726014530301e-09	2.36747853706875e-08	ENSG00000198835	GJC2	gap junction protein gamma 2
ENSG00000268230	12.5874534128	-1.3790714198	0.2747224847	-5.0198709475	5.1706205132104e-07	4.14068582590952e-06	ENSG00000268230	ENSG00000268230	
ENSG00000112218	16.0332106203	-1.3790603429	0.3184165836	-4.3309940936	1.48437664024846e-05	8.49332995954473e-05	ENSG00000112218	GPR63	G protein-coupled receptor 63
ENSG00000170571	1123.7848288807	-1.3779321564	0.2003357698	-6.8781134669	6.0650355707302795e-12	1.17296913473475e-10	ENSG00000170571	EMB	embigin
ENSG00000184574	73.3606907737	-1.3770526934	0.3054495719	-4.5082816286	6.53547879114267e-06	4.06255399599034e-05	ENSG00000184574	LPAR5	lysophosphatidic acid receptor 5
ENSG00000188488	360.0550961537	-1.3770411820000001	0.2377567395	-5.7918071415	6.96330755804332e-09	8.11771819672189e-08	ENSG00000188488	SERPINA5	serpin family A member 5
ENSG00000153563	203.7167928202	-1.3738813973	0.293356534	-4.6833161636	2.82270614942725e-06	1.90880802232965e-05	ENSG00000153563	CD8A	CD8a molecule
ENSG00000156966	108.17485579	-1.3737132201	0.29334375700000004	-4.6829468406	2.82779868221365e-06	1.91087554707773e-05	ENSG00000156966	B3GNT7	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7
ENSG00000128872	1128.9423832342	-1.3731425608	0.1018072924	-13.487664082	1.84865311925511e-41	8.67896423162295e-39	ENSG00000128872	TMOD2	tropomodulin 2
ENSG00000111796	88.3516724815	-1.3725280499	0.255377344	-5.3745098459000005	7.67912874670819e-08	7.34996731572034e-07	ENSG00000111796	KLRB1	killer cell lectin like receptor B1
ENSG00000185527	20.3069474039	-1.3723024752000001	0.28651579050000003	-4.7896224951	1.67095369365328e-06	1.18859240201193e-05	ENSG00000185527	PDE6G	phosphodiesterase 6G
ENSG00000236015	12.5198601467	-1.3714882703	0.221654748	-6.1874978217	6.11266914166324e-10	8.56640401576821e-09	ENSG00000236015	ENSG00000236015	
